tm,MVm,PVm
2.230000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.457499999999999685e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.464999999999999969e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.464999999999999969e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.457499999999999685e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.512500000000000844e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.519999999999999463e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.602500000000000924e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.602500000000000924e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.609999999999999543e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.617499999999999827e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.634999999999999565e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.634999999999999565e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.634999999999999565e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.634999999999999565e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.650000000000000133e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.682500000000000995e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.675000000000000711e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.682500000000000995e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.707499999999999352e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.755000000000000782e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.755000000000000782e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.779999999999999138e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.762500000000001066e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.779999999999999138e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.794999999999999707e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.794999999999999707e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.802499999999999991e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.802499999999999991e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.835000000000000853e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.835000000000000853e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.852500000000001146e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.842499999999999472e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.852500000000001146e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.842499999999999472e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.842499999999999472e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.842499999999999472e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.852500000000001146e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.842499999999999472e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.882500000000000062e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.882500000000000062e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.882500000000000062e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.882500000000000062e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.874999999999999778e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.882500000000000062e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.925000000000000933e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.915000000000000924e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.947499999999999565e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.932499999999998996e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.947499999999999565e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.939999999999999281e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.965000000000001523e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.947499999999999565e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.954999999999999849e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.954999999999999849e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.997500000000000719e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.997500000000000719e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.997500000000000719e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.997500000000000719e-01
3.690000000000000000e+02,1.000000000000000000e+00,3.005000000000001004e-01
3.700000000000000000e+02,1.000000000000000000e+00,3.027500000000001856e-01
3.710000000000000000e+02,1.000000000000000000e+00,3.037499999999999645e-01
3.720000000000000000e+02,1.000000000000000000e+00,3.027500000000001856e-01
3.730000000000000000e+02,1.000000000000000000e+00,3.052500000000000213e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.027500000000001856e-01
3.750000000000000000e+02,1.000000000000000000e+00,3.044999999999999929e-01
3.760000000000000000e+02,1.000000000000000000e+00,3.037499999999999645e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.052500000000000213e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.027500000000001856e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.069999999999998286e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.092499999999999138e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.069999999999998286e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.077499999999998570e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.110000000000001097e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.077499999999998570e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.077499999999998570e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.092499999999999138e-01
3.870000000000000000e+02,1.000000000000000000e+00,3.099999999999999423e-01
