t,MV,MVP,MVI,MVD,PV,SP,DV,Man
0.000000000000000000e+00,5.000000000000000000e+01,8.525106019432735138e+01,-3.525106019432735138e+01,0.000000000000000000e+00,3.675000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+01,8.497023317251074559e+01,-3.471590890526095308e+01,-2.543242672497940116e-01,3.682000000000000028e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+01,8.472952429666793250e+01,-3.428120938535000306e+01,-4.483149113179263900e-01,3.688000000000000256e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+01,8.525106019432735138e+01,-3.531737102716013510e+01,6.631083283278044194e-02,3.675000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+01,8.549176907017017868e+01,-3.576981411702880109e+01,2.780450468586218027e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+01,8.549176907017017868e+01,-3.574357390842015292e+01,2.518048382499757376e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+01,8.549176907017017868e+01,-3.571981009187676648e+01,2.280410217065887146e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,5.000000000000000000e+01,8.549176907017017868e+01,-3.569828896050429279e+01,2.065198903341162184e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+01,8.573247794601296334e+01,-3.613749996816454768e+01,4.050220221515857810e-01,3.663000000000000256e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+00,5.000000000000000000e+01,8.613365940575097568e+01,-3.686377828270044432e+01,7.301188769494662001e-01,3.653000000000000114e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+01,5.000000000000000000e+01,8.573247794601296334e+01,-3.603037224073639777e+01,2.978942947234357597e-01,3.663000000000000256e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,5.000000000000000000e+01,8.601330496782956914e+01,-3.653741006932154534e+01,5.241051014919752005e-01,3.656000000000000227e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,5.000000000000000000e+01,8.601330496782956914e+01,-3.648794820207599088e+01,4.746432342464210752e-01,3.656000000000000227e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,5.000000000000000000e+01,8.625401384367238222e+01,-3.690185535139897155e+01,6.478415077265872180e-01,3.650000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,5.000000000000000000e+01,8.653484086548898802e+01,-3.737586728013456394e+01,8.410264146455741496e-01,3.642999999999999972e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,5.000000000000000000e+01,8.589295052990816259e+01,-3.607329335113499980e+01,1.803428212268358699e-01,3.659000000000000341e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,5.000000000000000000e+01,8.665519530341040877e+01,-3.750882718611707389e+01,8.536318827066670112e-01,3.639999999999999858e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,5.000000000000000000e+01,8.641448642756758147e+01,-3.696956547086202249e+01,5.550790432944375796e-01,3.646000000000000085e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,5.000000000000000000e+01,8.625401384367238222e+01,-3.661137973385471867e+01,3.573658901823348888e-01,3.650000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,5.000000000000000000e+01,8.625401384367238222e+01,-3.657765370415577166e+01,3.236398604833879977e-01,3.650000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,5.000000000000000000e+01,8.613365940575097568e+01,-3.631775998055037036e+01,1.841005747993963992e-01,3.653000000000000114e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.100000000000000000e+01,5.000000000000000000e+01,8.625401384367238222e+01,-3.652973623505717882e+01,2.757223913847944852e-01,3.650000000000000000e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,5.000000000000000000e+01,8.589295052990816259e+01,-3.581566356724278677e+01,-7.728696266537918302e-02,3.659000000000000341e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.300000000000000000e+01,5.000000000000000000e+01,8.613365940575097568e+01,-3.628165854790102429e+01,1.479991421500482796e-01,3.653000000000000114e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.400000000000000000e+01,5.000000000000000000e+01,8.589295052990816259e+01,-3.580899017974024190e+01,-8.396035016792013916e-02,3.659000000000000341e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.505241200788173472e+01,-4.393570622884473975e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.600000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.509387586813885207e+01,-3.978932020313256657e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.700000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.513142662023181373e+01,-3.603424499383636181e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.800000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.516543355962441098e+01,-3.263355105457654837e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.900000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.519623112990979052e+01,-2.955379402603864891e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,5.000000000000000000e+01,8.549176907017017868e+01,-3.522412221191905246e+01,-2.676468582511273842e-01,3.668999999999999773e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.100000000000000000e+01,5.000000000000000000e+01,8.537141463224877214e+01,-3.502003054996664844e+01,-3.513840822821211463e-01,3.671999999999999886e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,5.000000000000000000e+01,8.497023317251074559e+01,-3.428869021131841066e+01,-6.815429611923333741e-01,3.682000000000000028e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.300000000000000000e+01,5.000000000000000000e+01,8.456905171277273325e+01,-3.358850826932022926e+01,-9.805434434525027720e-01,3.692000000000000171e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.400000000000000000e+01,5.000000000000000000e+01,8.444869727485132671e+01,-3.345169547215403583e+01,-9.970018026972906622e-01,3.695000000000000284e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.500000000000000000e+01,5.000000000000000000e+01,8.420798839900854205e+01,-3.308708536285942614e+01,-1.120903036149114795e+00,3.700999999999999801e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,5.000000000000000000e+01,8.420798839900854205e+01,-3.319286940695920407e+01,-1.015118992049336200e+00,3.700999999999999801e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
