tm,DVm,PVm
2.800000000000000000e+01,1.000000000000000000e+00,4.750000000000120445e-03
2.900000000000000000e+01,1.000000000000000000e+00,6.500000000000128071e-03
3.000000000000000000e+01,1.000000000000000000e+00,7.250000000000156493e-03
3.100000000000000000e+01,1.000000000000000000e+00,8.000000000000007105e-03
3.200000000000000000e+01,1.000000000000000000e+00,7.250000000000156493e-03
3.300000000000000000e+01,1.000000000000000000e+00,5.500000000000148867e-03
3.400000000000000000e+01,1.000000000000000000e+00,7.250000000000156493e-03
3.500000000000000000e+01,1.000000000000000000e+00,6.500000000000128071e-03
3.600000000000000000e+01,1.000000000000000000e+00,8.000000000000007105e-03
3.700000000000000000e+01,1.000000000000000000e+00,9.750000000000013864e-03
3.800000000000000000e+01,1.000000000000000000e+00,6.500000000000128071e-03
3.900000000000000000e+01,1.000000000000000000e+00,8.750000000000035527e-03
4.000000000000000000e+01,1.000000000000000000e+00,9.750000000000013864e-03
4.100000000000000000e+01,1.000000000000000000e+00,8.750000000000035527e-03
4.200000000000000000e+01,1.000000000000000000e+00,9.750000000000013864e-03
4.300000000000000000e+01,1.000000000000000000e+00,1.200000000000009913e-02
4.400000000000000000e+01,1.000000000000000000e+00,1.050000000000004229e-02
4.500000000000000000e+01,1.000000000000000000e+00,1.125000000000007071e-02
4.600000000000000000e+01,1.000000000000000000e+00,1.125000000000007071e-02
4.700000000000000000e+01,1.000000000000000000e+00,1.375000000000010589e-02
4.800000000000000000e+01,1.000000000000000000e+00,1.525000000000016273e-02
4.900000000000000000e+01,1.000000000000000000e+00,1.275000000000012755e-02
5.000000000000000000e+01,1.000000000000000000e+00,1.375000000000010589e-02
5.100000000000000000e+01,1.000000000000000000e+00,1.525000000000016273e-02
5.200000000000000000e+01,1.000000000000000000e+00,1.450000000000013431e-02
5.300000000000000000e+01,1.000000000000000000e+00,1.525000000000016273e-02
5.400000000000000000e+01,1.000000000000000000e+00,1.450000000000013431e-02
5.500000000000000000e+01,1.000000000000000000e+00,1.700000000000017122e-02
5.600000000000000000e+01,1.000000000000000000e+00,1.450000000000013431e-02
5.700000000000000000e+01,1.000000000000000000e+00,1.700000000000017122e-02
5.800000000000000000e+01,1.000000000000000000e+00,1.850000000000005113e-02
5.900000000000000000e+01,1.000000000000000000e+00,2.000000000000010797e-02
6.000000000000000000e+01,1.000000000000000000e+00,2.100000000000008457e-02
6.100000000000000000e+01,1.000000000000000000e+00,1.850000000000005113e-02
6.200000000000000000e+01,1.000000000000000000e+00,1.925000000000007955e-02
6.300000000000000000e+01,1.000000000000000000e+00,2.000000000000010797e-02
6.400000000000000000e+01,1.000000000000000000e+00,2.175000000000011299e-02
6.500000000000000000e+01,1.000000000000000000e+00,2.250000000000014141e-02
6.600000000000000000e+01,1.000000000000000000e+00,2.175000000000011299e-02
6.700000000000000000e+01,1.000000000000000000e+00,2.500000000000000139e-02
6.800000000000000000e+01,1.000000000000000000e+00,2.575000000000002981e-02
6.900000000000000000e+01,1.000000000000000000e+00,2.575000000000002981e-02
7.000000000000000000e+01,1.000000000000000000e+00,2.650000000000005823e-02
7.100000000000000000e+01,1.000000000000000000e+00,2.650000000000005823e-02
7.200000000000000000e+01,1.000000000000000000e+00,2.650000000000005823e-02
7.300000000000000000e+01,1.000000000000000000e+00,2.825000000000006325e-02
7.400000000000000000e+01,1.000000000000000000e+00,2.900000000000009168e-02
7.500000000000000000e+01,1.000000000000000000e+00,2.975000000000012010e-02
7.600000000000000000e+01,1.000000000000000000e+00,3.150000000000012512e-02
7.700000000000000000e+01,1.000000000000000000e+00,2.900000000000009168e-02
7.800000000000000000e+01,1.000000000000000000e+00,3.225000000000015354e-02
7.900000000000000000e+01,1.000000000000000000e+00,3.225000000000015354e-02
8.000000000000000000e+01,1.000000000000000000e+00,3.150000000000012512e-02
8.100000000000000000e+01,1.000000000000000000e+00,3.375000000000003691e-02
8.200000000000000000e+01,1.000000000000000000e+00,3.700000000000010225e-02
8.300000000000000000e+01,1.000000000000000000e+00,3.550000000000004541e-02
8.400000000000000000e+01,1.000000000000000000e+00,3.700000000000010225e-02
8.500000000000000000e+01,1.000000000000000000e+00,3.775000000000013067e-02
8.600000000000000000e+01,1.000000000000000000e+00,3.950000000000013223e-02
8.700000000000000000e+01,1.000000000000000000e+00,3.775000000000013067e-02
8.800000000000000000e+01,1.000000000000000000e+00,3.950000000000013223e-02
8.900000000000000000e+01,1.000000000000000000e+00,3.950000000000013223e-02
9.000000000000000000e+01,1.000000000000000000e+00,4.100000000000001560e-02
9.100000000000000000e+01,1.000000000000000000e+00,4.425000000000008094e-02
9.200000000000000000e+01,1.000000000000000000e+00,4.600000000000008249e-02
9.300000000000000000e+01,1.000000000000000000e+00,4.275000000000002409e-02
9.400000000000000000e+01,1.000000000000000000e+00,4.500000000000010936e-02
9.500000000000000000e+01,1.000000000000000000e+00,4.675000000000011091e-02
9.600000000000000000e+01,1.000000000000000000e+00,4.750000000000013933e-02
9.700000000000000000e+01,1.000000000000000000e+00,4.825000000000016775e-02
9.800000000000000000e+01,1.000000000000000000e+00,4.750000000000013933e-02
9.900000000000000000e+01,1.000000000000000000e+00,4.825000000000016775e-02
1.000000000000000000e+02,1.000000000000000000e+00,5.000000000000000278e-02
1.010000000000000000e+02,1.000000000000000000e+00,5.325000000000006117e-02
1.020000000000000000e+02,1.000000000000000000e+00,5.225000000000008804e-02
1.030000000000000000e+02,1.000000000000000000e+00,5.225000000000008804e-02
1.040000000000000000e+02,1.000000000000000000e+00,5.400000000000008959e-02
1.050000000000000000e+02,1.000000000000000000e+00,5.475000000000011802e-02
1.060000000000000000e+02,1.000000000000000000e+00,5.650000000000012651e-02
1.070000000000000000e+02,1.000000000000000000e+00,5.475000000000011802e-02
1.080000000000000000e+02,1.000000000000000000e+00,5.550000000000014644e-02
1.090000000000000000e+02,1.000000000000000000e+00,5.550000000000014644e-02
1.100000000000000000e+02,1.000000000000000000e+00,6.125000000000006828e-02
1.110000000000000000e+02,1.000000000000000000e+00,5.950000000000006672e-02
1.120000000000000000e+02,1.000000000000000000e+00,6.200000000000009670e-02
1.130000000000000000e+02,1.000000000000000000e+00,5.950000000000006672e-02
1.140000000000000000e+02,1.000000000000000000e+00,6.375000000000011213e-02
1.150000000000000000e+02,1.000000000000000000e+00,6.450000000000014055e-02
1.160000000000000000e+02,1.000000000000000000e+00,6.375000000000011213e-02
1.170000000000000000e+02,1.000000000000000000e+00,6.275000000000012512e-02
1.180000000000000000e+02,1.000000000000000000e+00,6.925000000000007538e-02
1.190000000000000000e+02,1.000000000000000000e+00,6.600000000000001699e-02
1.200000000000000000e+02,1.000000000000000000e+00,6.450000000000014055e-02
1.210000000000000000e+02,1.000000000000000000e+00,6.525000000000016898e-02
1.220000000000000000e+02,1.000000000000000000e+00,6.675000000000004541e-02
1.230000000000000000e+02,1.000000000000000000e+00,6.675000000000004541e-02
1.240000000000000000e+02,1.000000000000000000e+00,7.100000000000009082e-02
1.250000000000000000e+02,1.000000000000000000e+00,6.925000000000007538e-02
1.260000000000000000e+02,1.000000000000000000e+00,7.175000000000011924e-02
1.270000000000000000e+02,1.000000000000000000e+00,7.000000000000010381e-02
1.280000000000000000e+02,1.000000000000000000e+00,7.400000000000002409e-02
1.290000000000000000e+02,1.000000000000000000e+00,7.400000000000002409e-02
1.300000000000000000e+02,1.000000000000000000e+00,7.325000000000017608e-02
1.310000000000000000e+02,1.000000000000000000e+00,7.499999999999999722e-02
1.320000000000000000e+02,1.000000000000000000e+00,7.650000000000005407e-02
1.330000000000000000e+02,1.000000000000000000e+00,7.825000000000006950e-02
1.340000000000000000e+02,1.000000000000000000e+00,7.900000000000009792e-02
1.350000000000000000e+02,1.000000000000000000e+00,7.825000000000006950e-02
1.360000000000000000e+02,1.000000000000000000e+00,8.050000000000015477e-02
1.370000000000000000e+02,1.000000000000000000e+00,7.975000000000012634e-02
1.380000000000000000e+02,1.000000000000000000e+00,8.225000000000015632e-02
1.390000000000000000e+02,1.000000000000000000e+00,8.300000000000000433e-02
1.400000000000000000e+02,1.000000000000000000e+00,8.625000000000007661e-02
1.410000000000000000e+02,1.000000000000000000e+00,8.450000000000006117e-02
1.420000000000000000e+02,1.000000000000000000e+00,8.850000000000016187e-02
1.430000000000000000e+02,1.000000000000000000e+00,8.625000000000007661e-02
1.440000000000000000e+02,1.000000000000000000e+00,8.625000000000007661e-02
1.450000000000000000e+02,1.000000000000000000e+00,8.775000000000013345e-02
1.460000000000000000e+02,1.000000000000000000e+00,8.700000000000010503e-02
1.470000000000000000e+02,1.000000000000000000e+00,8.950000000000013500e-02
1.480000000000000000e+02,1.000000000000000000e+00,8.950000000000013500e-02
1.490000000000000000e+02,1.000000000000000000e+00,9.025000000000016342e-02
1.500000000000000000e+02,1.000000000000000000e+00,9.100000000000001144e-02
1.510000000000000000e+02,1.000000000000000000e+00,8.850000000000016187e-02
1.520000000000000000e+02,1.000000000000000000e+00,9.175000000000003986e-02
1.530000000000000000e+02,1.000000000000000000e+00,9.425000000000008371e-02
1.540000000000000000e+02,1.000000000000000000e+00,9.575000000000014055e-02
1.550000000000000000e+02,1.000000000000000000e+00,9.425000000000008371e-02
1.560000000000000000e+02,1.000000000000000000e+00,9.425000000000008371e-02
1.570000000000000000e+02,1.000000000000000000e+00,9.575000000000014055e-02
1.580000000000000000e+02,1.000000000000000000e+00,9.675000000000011369e-02
1.590000000000000000e+02,1.000000000000000000e+00,9.675000000000011369e-02
1.600000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01
1.610000000000000000e+02,1.000000000000000000e+00,9.900000000000001854e-02
1.620000000000000000e+02,1.000000000000000000e+00,9.825000000000017053e-02
1.630000000000000000e+02,1.000000000000000000e+00,9.900000000000001854e-02
1.640000000000000000e+02,1.000000000000000000e+00,1.022500000000000908e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.015000000000000624e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.040000000000000924e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.030000000000001192e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.040000000000000924e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.055000000000001492e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.040000000000000924e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.055000000000001492e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.087500000000000411e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.087500000000000411e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.080000000000000127e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.095000000000000695e-01
1.760000000000000000e+02,1.000000000000000000e+00,1.102500000000000979e-01
1.770000000000000000e+02,1.000000000000000000e+00,1.120000000000000995e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.102500000000000979e-01
1.790000000000000000e+02,1.000000000000000000e+00,1.135000000000001563e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.102500000000000979e-01
1.810000000000000000e+02,1.000000000000000000e+00,1.145000000000001295e-01
1.820000000000000000e+02,1.000000000000000000e+00,1.127500000000001279e-01
1.830000000000000000e+02,1.000000000000000000e+00,1.160000000000000198e-01
1.840000000000000000e+02,1.000000000000000000e+00,1.167500000000000482e-01
1.850000000000000000e+02,1.000000000000000000e+00,1.175000000000000766e-01
1.860000000000000000e+02,1.000000000000000000e+00,1.175000000000000766e-01
1.870000000000000000e+02,1.000000000000000000e+00,1.175000000000000766e-01
1.880000000000000000e+02,1.000000000000000000e+00,1.175000000000000766e-01
1.890000000000000000e+02,1.000000000000000000e+00,1.185000000000000497e-01
1.900000000000000000e+02,1.000000000000000000e+00,1.207500000000001350e-01
1.910000000000000000e+02,1.000000000000000000e+00,1.207500000000001350e-01
1.920000000000000000e+02,1.000000000000000000e+00,1.185000000000000497e-01
1.930000000000000000e+02,1.000000000000000000e+00,1.192500000000000782e-01
1.940000000000000000e+02,1.000000000000000000e+00,1.225000000000001366e-01
1.950000000000000000e+02,1.000000000000000000e+00,1.257500000000000284e-01
1.960000000000000000e+02,1.000000000000000000e+00,1.240000000000000269e-01
1.970000000000000000e+02,1.000000000000000000e+00,1.247500000000000553e-01
1.980000000000000000e+02,1.000000000000000000e+00,1.257500000000000284e-01
1.990000000000000000e+02,1.000000000000000000e+00,1.247500000000000553e-01
2.000000000000000000e+02,1.000000000000000000e+00,1.265000000000000568e-01
2.010000000000000000e+02,1.000000000000000000e+00,1.265000000000000568e-01
2.020000000000000000e+02,1.000000000000000000e+00,1.290000000000000868e-01
2.030000000000000000e+02,1.000000000000000000e+00,1.297500000000001152e-01
2.040000000000000000e+02,1.000000000000000000e+00,1.265000000000000568e-01
2.050000000000000000e+02,1.000000000000000000e+00,1.290000000000000868e-01
2.060000000000000000e+02,1.000000000000000000e+00,1.280000000000001137e-01
2.070000000000000000e+02,1.000000000000000000e+00,1.330000000000000071e-01
2.080000000000000000e+02,1.000000000000000000e+00,1.320000000000000340e-01
2.090000000000000000e+02,1.000000000000000000e+00,1.312500000000000056e-01
2.100000000000000000e+02,1.000000000000000000e+00,1.320000000000000340e-01
2.110000000000000000e+02,1.000000000000000000e+00,1.337500000000000355e-01
2.120000000000000000e+02,1.000000000000000000e+00,1.345000000000000639e-01
2.130000000000000000e+02,1.000000000000000000e+00,1.362500000000000655e-01
2.140000000000000000e+02,1.000000000000000000e+00,1.362500000000000655e-01
2.150000000000000000e+02,1.000000000000000000e+00,1.370000000000000939e-01
2.160000000000000000e+02,1.000000000000000000e+00,1.345000000000000639e-01
2.170000000000000000e+02,1.000000000000000000e+00,1.370000000000000939e-01
2.180000000000000000e+02,1.000000000000000000e+00,1.377500000000001223e-01
2.190000000000000000e+02,1.000000000000000000e+00,1.385000000000001508e-01
2.200000000000000000e+02,1.000000000000000000e+00,1.385000000000001508e-01
2.210000000000000000e+02,1.000000000000000000e+00,1.402500000000001523e-01
2.220000000000000000e+02,1.000000000000000000e+00,1.402500000000001523e-01
2.230000000000000000e+02,1.000000000000000000e+00,1.425000000000000711e-01
2.240000000000000000e+02,1.000000000000000000e+00,1.410000000000000142e-01
2.250000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
2.260000000000000000e+02,1.000000000000000000e+00,1.417500000000000426e-01
2.270000000000000000e+02,1.000000000000000000e+00,1.425000000000000711e-01
2.280000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
2.290000000000000000e+02,1.000000000000000000e+00,1.442500000000000726e-01
2.300000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
2.310000000000000000e+02,1.000000000000000000e+00,1.457500000000001295e-01
2.320000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
2.330000000000000000e+02,1.000000000000000000e+00,1.457500000000001295e-01
2.340000000000000000e+02,1.000000000000000000e+00,1.482500000000001594e-01
2.350000000000000000e+02,1.000000000000000000e+00,1.497500000000000497e-01
2.360000000000000000e+02,1.000000000000000000e+00,1.482500000000001594e-01
2.370000000000000000e+02,1.000000000000000000e+00,1.475000000000001310e-01
2.380000000000000000e+02,1.000000000000000000e+00,1.497500000000000497e-01
2.390000000000000000e+02,1.000000000000000000e+00,1.515000000000000513e-01
2.400000000000000000e+02,1.000000000000000000e+00,1.530000000000001081e-01
2.410000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01
2.420000000000000000e+02,1.000000000000000000e+00,1.507500000000000229e-01
2.430000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01
2.440000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01
2.450000000000000000e+02,1.000000000000000000e+00,1.515000000000000513e-01
2.460000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01
2.470000000000000000e+02,1.000000000000000000e+00,1.507500000000000229e-01
2.480000000000000000e+02,1.000000000000000000e+00,1.530000000000001081e-01
2.490000000000000000e+02,1.000000000000000000e+00,1.537500000000001366e-01
2.500000000000000000e+02,1.000000000000000000e+00,1.547500000000001097e-01
2.510000000000000000e+02,1.000000000000000000e+00,1.547500000000001097e-01
2.520000000000000000e+02,1.000000000000000000e+00,1.555000000000001381e-01
2.530000000000000000e+02,1.000000000000000000e+00,1.547500000000001097e-01
2.540000000000000000e+02,1.000000000000000000e+00,1.547500000000001097e-01
2.550000000000000000e+02,1.000000000000000000e+00,1.587500000000000300e-01
2.560000000000000000e+02,1.000000000000000000e+00,1.580000000000000016e-01
2.570000000000000000e+02,1.000000000000000000e+00,1.580000000000000016e-01
2.580000000000000000e+02,1.000000000000000000e+00,1.570000000000000284e-01
2.590000000000000000e+02,1.000000000000000000e+00,1.587500000000000300e-01
2.600000000000000000e+02,1.000000000000000000e+00,1.587500000000000300e-01
2.610000000000000000e+02,1.000000000000000000e+00,1.595000000000000584e-01
2.620000000000000000e+02,1.000000000000000000e+00,1.610000000000001152e-01
2.630000000000000000e+02,1.000000000000000000e+00,1.595000000000000584e-01
2.640000000000000000e+02,1.000000000000000000e+00,1.610000000000001152e-01
2.650000000000000000e+02,1.000000000000000000e+00,1.587500000000000300e-01
2.660000000000000000e+02,1.000000000000000000e+00,1.610000000000001152e-01
2.670000000000000000e+02,1.000000000000000000e+00,1.635000000000001452e-01
2.680000000000000000e+02,1.000000000000000000e+00,1.642500000000000071e-01
2.690000000000000000e+02,1.000000000000000000e+00,1.627500000000001168e-01
2.700000000000000000e+02,1.000000000000000000e+00,1.635000000000001452e-01
2.710000000000000000e+02,1.000000000000000000e+00,1.660000000000000087e-01
2.720000000000000000e+02,1.000000000000000000e+00,1.652500000000001745e-01
2.730000000000000000e+02,1.000000000000000000e+00,1.635000000000001452e-01
2.740000000000000000e+02,1.000000000000000000e+00,1.660000000000000087e-01
2.750000000000000000e+02,1.000000000000000000e+00,1.660000000000000087e-01
2.760000000000000000e+02,1.000000000000000000e+00,1.642500000000000071e-01
2.770000000000000000e+02,1.000000000000000000e+00,1.660000000000000087e-01
2.780000000000000000e+02,1.000000000000000000e+00,1.682500000000000939e-01
2.790000000000000000e+02,1.000000000000000000e+00,1.675000000000000655e-01
2.800000000000000000e+02,1.000000000000000000e+00,1.675000000000000655e-01
2.810000000000000000e+02,1.000000000000000000e+00,1.667500000000000371e-01
2.820000000000000000e+02,1.000000000000000000e+00,1.675000000000000655e-01
2.830000000000000000e+02,1.000000000000000000e+00,1.692500000000000671e-01
2.840000000000000000e+02,1.000000000000000000e+00,1.707500000000001239e-01
2.850000000000000000e+02,1.000000000000000000e+00,1.725000000000001532e-01
2.860000000000000000e+02,1.000000000000000000e+00,1.707500000000001239e-01
2.870000000000000000e+02,1.000000000000000000e+00,1.740000000000000158e-01
2.880000000000000000e+02,1.000000000000000000e+00,1.740000000000000158e-01
2.890000000000000000e+02,1.000000000000000000e+00,1.740000000000000158e-01
2.900000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
2.910000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
2.920000000000000000e+02,1.000000000000000000e+00,1.755000000000000726e-01
2.930000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
2.940000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
2.950000000000000000e+02,1.000000000000000000e+00,1.755000000000000726e-01
2.960000000000000000e+02,1.000000000000000000e+00,1.755000000000000726e-01
2.970000000000000000e+02,1.000000000000000000e+00,1.765000000000000457e-01
2.980000000000000000e+02,1.000000000000000000e+00,1.765000000000000457e-01
2.990000000000000000e+02,1.000000000000000000e+00,1.772500000000000742e-01
3.000000000000000000e+02,1.000000000000000000e+00,1.755000000000000726e-01
3.010000000000000000e+02,1.000000000000000000e+00,1.765000000000000457e-01
3.020000000000000000e+02,1.000000000000000000e+00,1.755000000000000726e-01
3.030000000000000000e+02,1.000000000000000000e+00,1.765000000000000457e-01
3.040000000000000000e+02,1.000000000000000000e+00,1.797500000000001319e-01
3.050000000000000000e+02,1.000000000000000000e+00,1.787500000000001310e-01
3.060000000000000000e+02,1.000000000000000000e+00,1.787500000000001310e-01
3.070000000000000000e+02,1.000000000000000000e+00,1.797500000000001319e-01
3.080000000000000000e+02,1.000000000000000000e+00,1.827500000000000513e-01
3.090000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
3.100000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
3.110000000000000000e+02,1.000000000000000000e+00,1.805000000000001603e-01
3.120000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
3.130000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
3.140000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
3.150000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
3.160000000000000000e+02,1.000000000000000000e+00,1.797500000000001319e-01
3.170000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
3.180000000000000000e+02,1.000000000000000000e+00,1.805000000000001603e-01
3.190000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
3.200000000000000000e+02,1.000000000000000000e+00,1.827500000000000513e-01
3.210000000000000000e+02,1.000000000000000000e+00,1.852500000000000813e-01
3.220000000000000000e+02,1.000000000000000000e+00,1.845000000000000528e-01
3.230000000000000000e+02,1.000000000000000000e+00,1.827500000000000513e-01
3.240000000000000000e+02,1.000000000000000000e+00,1.837500000000000244e-01
3.250000000000000000e+02,1.000000000000000000e+00,1.852500000000000813e-01
3.260000000000000000e+02,1.000000000000000000e+00,1.845000000000000528e-01
3.270000000000000000e+02,1.000000000000000000e+00,1.877500000000001390e-01
3.280000000000000000e+02,1.000000000000000000e+00,1.852500000000000813e-01
3.290000000000000000e+02,1.000000000000000000e+00,1.870000000000001106e-01
3.300000000000000000e+02,1.000000000000000000e+00,1.845000000000000528e-01
3.310000000000000000e+02,1.000000000000000000e+00,1.852500000000000813e-01
3.320000000000000000e+02,1.000000000000000000e+00,1.860000000000001097e-01
3.330000000000000000e+02,1.000000000000000000e+00,1.877500000000001390e-01
3.340000000000000000e+02,1.000000000000000000e+00,1.900000000000000300e-01
3.350000000000000000e+02,1.000000000000000000e+00,1.877500000000001390e-01
3.360000000000000000e+02,1.000000000000000000e+00,1.892500000000000016e-01
3.370000000000000000e+02,1.000000000000000000e+00,1.877500000000001390e-01
3.380000000000000000e+02,1.000000000000000000e+00,1.910000000000000031e-01
3.390000000000000000e+02,1.000000000000000000e+00,1.900000000000000300e-01
3.400000000000000000e+02,1.000000000000000000e+00,1.910000000000000031e-01
3.410000000000000000e+02,1.000000000000000000e+00,1.900000000000000300e-01
3.420000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
3.430000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
3.440000000000000000e+02,1.000000000000000000e+00,1.942500000000000893e-01
3.450000000000000000e+02,1.000000000000000000e+00,1.932500000000000884e-01
3.460000000000000000e+02,1.000000000000000000e+00,1.925000000000000600e-01
3.470000000000000000e+02,1.000000000000000000e+00,1.950000000000001177e-01
3.480000000000000000e+02,1.000000000000000000e+00,1.942500000000000893e-01
3.490000000000000000e+02,1.000000000000000000e+00,1.957500000000001461e-01
3.500000000000000000e+02,1.000000000000000000e+00,1.932500000000000884e-01
3.510000000000000000e+02,1.000000000000000000e+00,1.957500000000001461e-01
3.520000000000000000e+02,1.000000000000000000e+00,1.957500000000001461e-01
3.530000000000000000e+02,1.000000000000000000e+00,1.950000000000001177e-01
3.540000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.550000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.560000000000000000e+02,1.000000000000000000e+00,1.965000000000001745e-01
3.570000000000000000e+02,1.000000000000000000e+00,1.950000000000001177e-01
3.580000000000000000e+02,1.000000000000000000e+00,1.950000000000001177e-01
3.590000000000000000e+02,1.000000000000000000e+00,1.997500000000000386e-01
3.600000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.610000000000000000e+02,1.000000000000000000e+00,1.982500000000001761e-01
3.620000000000000000e+02,1.000000000000000000e+00,1.982500000000001761e-01
3.630000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.640000000000000000e+02,1.000000000000000000e+00,1.982500000000001761e-01
3.650000000000000000e+02,1.000000000000000000e+00,1.957500000000001461e-01
3.660000000000000000e+02,1.000000000000000000e+00,1.957500000000001461e-01
3.670000000000000000e+02,1.000000000000000000e+00,1.997500000000000386e-01
3.680000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.005000000000000671e-01
3.700000000000000000e+02,1.000000000000000000e+00,1.982500000000001761e-01
3.710000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
3.720000000000000000e+02,1.000000000000000000e+00,1.982500000000001761e-01
3.730000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
3.740000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.005000000000000671e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.005000000000000671e-01
3.770000000000000000e+02,1.000000000000000000e+00,2.022500000000000964e-01
3.780000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
3.790000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
3.800000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
3.810000000000000000e+02,1.000000000000000000e+00,2.022500000000000964e-01
3.820000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
3.830000000000000000e+02,1.000000000000000000e+00,2.022500000000000964e-01
3.840000000000000000e+02,1.000000000000000000e+00,2.022500000000000964e-01
3.850000000000000000e+02,1.000000000000000000e+00,2.030000000000001248e-01
3.860000000000000000e+02,1.000000000000000000e+00,2.022500000000000964e-01
3.870000000000000000e+02,1.000000000000000000e+00,2.030000000000001248e-01
