t,MV,MVP,MVI,MVD,PV,SP,DV,Man
0.000000000000000000e+00,5.000000000000000000e+01,1.088806481728962154e+02,-5.888064817289621544e+01,0.000000000000000000e+00,3.085999999999999943e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+01,1.087602937349748089e+02,-5.865129762043918049e+01,-1.089961145356296845e-01,3.089000000000000057e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+01,1.090411207567914147e+02,-5.919673530307834852e+01,1.556145462869333862e-01,3.082000000000000028e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+01,1.087602937349748089e+02,-5.864689805501630104e+01,-1.133956799585092989e-01,3.089000000000000057e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+01,1.091614751947128212e+02,-5.942210149446801637e+01,2.606262997551936911e-01,3.078999999999999915e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+01,1.092818296326342136e+02,-5.962685571423813968e+01,3.450260816039232847e-01,3.076000000000000156e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+01,1.094021840705556201e+02,-5.982364479344111174e+01,4.214607228854936882e-01,3.073000000000000043e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,5.000000000000000000e+01,1.091614751947128212e+02,-5.932516877646222753e+01,1.636935817494068190e-01,3.078999999999999915e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+01,1.094021840705556201e+02,-5.976842147191338483e+01,3.662374013577616161e-01,3.073000000000000043e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+00,5.000000000000000000e+01,1.095225385084770267e+02,-5.996320875514302884e+01,4.406702466660039064e-01,3.069999999999999929e+01,5.800000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
